"search-number","evaluation","evals-requested-so-far","grid-size-x*","grid-size-y*","speed-limit*","num-cars*","ticks-per-cycle*","current-auto?*","power?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","142","500","5","5","3.2","200","20","true","true","""1280788593""","56","200","136.81636726546907","13.848689886658816","153"
"1","143","500","5","5","3.2","200","20","true","true","""594073091""","68","200","121.2554890219561","9.620529861207206","124"
"1","144","500","5","5","3.2","200","20","true","true","""-1838227570""","68","200","136.60878243512974","16.202550500293793","131"
"1","145","500","5","5","3.2","200","20","true","true","""1678193919""","56","200","143.36127744510978","15.780849709849925","148"
"1","146","500","5","5","3.2","200","20","true","true","""1171811220""","67","200","123.87824351297405","9.936958574361817","126"
"1","147","500","5","5","3.2","200","20","true","true","""-963876129""","59","200","136.6566866267465","18.204776851134454","162"
"1","148","500","5","5","3.2","200","20","true","true","""332339771""","61","200","126.36726546906188","10.891136134829333","135"
"1","149","500","5","5","3.2","200","20","true","true","""-185663451""","59","200","143.92215568862275","21.467462079708262","135"
"1","150","500","5","5","3.2","200","20","true","true","""-313660845""","60","200","134.14970059880238","16.10141437607825","147"
"1","151","500","5","5","3.4000000000000004","200","20","true","true","""-554218927""","61","200","132.26546906187625","14.585862512362471","136"
"1","152","500","5","5","3.4000000000000004","200","20","true","true","""1924978096""","65","200","130.07185628742516","12.176815115099085","171"
"1","153","500","5","5","3.4000000000000004","200","20","true","true","""2045175356""","57","200","143.79640718562874","18.63755528672868","150"
"1","154","500","5","5","3.4000000000000004","200","20","true","true","""-1861651326""","68","200","133.20758483033933","13.353082878320274","136"
"1","155","500","5","5","3.4000000000000004","200","20","true","true","""-1693404990""","48","200","127.88023952095809","11.819205926901985","129"
"1","156","500","5","5","3.4000000000000004","200","20","true","true","""341958669""","63","200","129.1377245508982","12.135031685660152","138"
"1","157","500","5","5","3.4000000000000004","200","20","true","true","""-1289948065""","77","200","144.96207584830339","12.891569294784716","143"
"1","158","500","5","5","3.4000000000000004","200","20","true","true","""-250070426""","62","200","126.23153692614771","11.255500141403479","154"
"1","159","500","5","5","3.4000000000000004","200","20","true","true","""74941601""","59","200","129.12375249500997","16.020382476414813","127"
"1","160","500","5","5","3.4000000000000004","200","20","true","true","""-948213195""","74","200","133.30938123752495","19.229094929724777","167"
"1","161","500","5","5","1","200","20","true","false","""-963976393""","65","200","161.15169660678643","31.110656407664667","200"
"1","162","500","5","5","1","200","20","true","false","""-1737571969""","51","200","181.82834331337327","28.850692800172244","200"
"1","163","500","5","5","1","200","20","true","false","""1618904592""","48","200","176.1317365269461","35.221280652163166","200"
"1","164","500","5","5","1","200","20","true","false","""-1471912481""","60","200","190.15768463073852","24.37500945288741","200"
"1","165","500","5","5","1","200","20","true","false","""-1220102925""","56","200","174.61477045908183","38.98103771575609","200"
"1","166","500","5","5","1","200","20","true","false","""-768749457""","51","200","177.53892215568862","31.584568732783357","200"
"1","167","500","5","5","1","200","20","true","false","""348433926""","43","200","168.10978043912175","35.9414235131511","200"
"1","168","500","5","5","1","200","20","true","false","""-1705917340""","62","200","176.11377245508982","33.30623109780091","200"
"1","169","500","5","5","1","200","20","true","false","""2034331285""","43","200","171.99001996007985","34.303321999474136","200"
"1","170","500","5","5","1","200","20","true","false","""-1551199824""","47","200","174.73852295409182","29.813713170518714","200"
"1","171","500","5","5","2","200","20","true","true","""791534595""","71","200","128.5808383233533","10.434555673137611","140"
"1","172","500","5","5","2","200","20","true","true","""-2022672621""","52","200","128.85429141716565","11.650953890000016","131"
"1","173","500","5","5","2","200","20","true","true","""1133038996""","65","200","134.69461077844312","15.69995385019343","122"
"1","174","500","5","5","2","200","20","true","true","""1065213146""","58","200","129.10778443113773","13.033048733179715","150"
"1","175","500","5","5","2","200","20","true","true","""-247859685""","61","200","126.70459081836327","14.515528198527104","167"
"1","176","500","5","5","2","200","20","true","true","""-751311688""","63","200","143.83632734530937","18.05838192321313","132"
"1","177","500","5","5","2","200","20","true","true","""-696232223""","63","200","131.21556886227546","17.882881119264553","110"
"1","178","500","5","5","2","200","20","true","true","""464255909""","75","200","134.3253493013972","11.886964967044552","146"
"1","179","500","5","5","2","200","20","true","true","""2096432344""","55","200","117.54491017964072","10.258678230742795","132"
"1","180","500","5","5","2","200","20","true","true","""-1356259606""","75","200","137.5249500998004","16.068910238329945","143"
"1","181","500","5","5","2.2","200","20","true","false","""-99383493""","46","200","159.6806387225549","36.74079210348113","200"
"1","182","500","5","5","2.2","200","20","true","false","""685135150""","52","200","164.99600798403193","34.10472084670897","200"
"1","183","500","5","5","2.2","200","20","true","false","""435838096""","39","200","174.25349301397205","34.64698562320323","200"
"1","184","500","5","5","2.2","200","20","true","false","""-1638296235""","41","200","181.69061876247505","32.56799182965344","200"
"1","185","500","5","5","2.2","200","20","true","false","""-1492051361""","46","200","174.7125748502994","35.047356841235434","200"
"1","186","500","5","5","2.2","200","20","true","false","""-174904556""","50","200","187.4550898203593","30.026862624022478","200"
"1","187","500","5","5","2.2","200","20","true","false","""1587648241""","43","200","175.1936127744511","38.079291473473745","200"
"1","188","500","5","5","2.2","200","20","true","false","""-1133127031""","56","200","172.14970059880238","32.351561707438194","200"
"1","189","500","5","5","2.2","200","20","true","false","""907944425""","55","200","174.77245508982037","35.47354112237014","200"
"1","190","500","5","5","2.2","200","20","true","false","""-1161859275""","54","200","178.00798403193613","32.056885939338336","200"
"1","191","500","5","5","1.6","200","20","true","false","""1954888165""","39","200","166.8882235528942","36.33878755597017","200"
"1","192","500","5","5","1.6","200","20","true","false","""-298752958""","48","200","166.14970059880238","28.15804582903761","200"
"1","193","500","5","5","1.6","200","20","true","false","""-284696445""","42","200","180.36726546906186","34.56982566209152","200"
"1","194","500","5","5","1.6","200","20","true","false","""1184899000""","54","200","174.94810379241517","37.60703792373475","200"
"1","195","500","5","5","1.6","200","20","true","false","""-1813574018""","39","200","185.02794411177643","29.98098093066447","200"
"1","196","500","5","5","1.6","200","20","true","false","""1019385937""","39","200","182.24750499001996","33.58586933164715","200"
"1","197","500","5","5","1.6","200","20","true","false","""-1063186155""","39","200","143.1676646706587","23.718512439344277","146"
"1","198","500","5","5","1.6","200","20","true","false","""-973511157""","52","200","167.54690618762476","30.151024782073147","200"
"1","199","500","5","5","1.6","200","20","true","false","""-657650404""","54","200","168.34131736526948","33.2758962232587","200"
"1","200","500","5","5","1.6","200","20","true","false","""-411010412""","47","200","171.93612774451097","31.354870629228504","200"
"1","201","500","5","5","3.2","200","20","true","false","""-1626322289""","45","200","160.9760479041916","22.568549469332336","190"
"1","202","500","5","5","3.2","200","20","true","false","""-860291337""","41","200","154.22954091816368","27.169416732584136","144"
"1","203","500","5","5","3.2","200","20","true","false","""-189134385""","55","200","148.1317365269461","30.9364931881175","200"
"1","204","500","5","5","3.2","200","20","true","false","""990133959""","50","200","183.02195608782435","30.38120334953942","200"
"1","205","500","5","5","3.2","200","20","true","false","""-446928332""","34","200","173.42315369261476","33.05069716109385","200"
"1","206","500","5","5","3.2","200","20","true","false","""-1186673843""","47","200","168.79441117764472","36.07131337645756","200"
"1","207","500","5","5","3.2","200","20","true","false","""-1472855748""","50","200","166.46307385229542","29.278953767724264","200"
"1","208","500","5","5","3.2","200","20","true","false","""1537147963""","32","200","156.70259481037925","25.831635125432776","182"
"1","209","500","5","5","3.2","200","20","true","false","""-633993754""","47","200","150.32335329341316","35.95813167467035","200"
"1","210","500","5","5","3.2","200","20","true","false","""-1344483074""","61","200","182.96207584830339","33.32225320836273","200"
"1","211","500","5","5","3.4000000000000004","200","20","true","false","""1790276525""","52","200","159.6127744510978","34.28833265831138","200"
"1","212","500","5","5","3.4000000000000004","200","20","true","false","""1284878714""","52","200","168.77644710578844","27.292305218718592","200"
"1","213","500","5","5","3.4000000000000004","200","20","true","false","""2070190948""","36","200","163.19760479041915","34.48615481974604","200"
"1","214","500","5","5","3.4000000000000004","200","20","true","false","""1821128074""","57","200","168.96606786427145","36.6261770637804","200"
"1","215","500","5","5","3.4000000000000004","200","20","true","false","""2048567352""","48","200","167.13373253493015","25.315767415591367","200"
"1","216","500","5","5","3.4000000000000004","200","20","true","false","""-1660941492""","60","200","186.688622754491","29.075124252518922","200"
"1","217","500","5","5","3.4000000000000004","200","20","true","false","""1150380390""","50","200","157.89620758483034","30.13478398112087","200"
"1","218","500","5","5","3.4000000000000004","200","20","true","false","""-1678940952""","54","200","178.92215568862275","36.14332480754552","200"
"1","219","500","5","5","3.4000000000000004","200","20","true","false","""-10969564""","52","200","144.3872255489022","22.579321435486627","144"
"1","220","500","5","5","3.4000000000000004","200","20","true","false","""2132585866""","36","200","150.38922155688624","34.072601949261454","200"
"1","221","500","5","5","0.4","200","20","true","true","""1987228368""","60","200","101.63273453093812","6.787992804016916","104"
"1","222","500","5","5","0.4","200","20","true","true","""817304625""","57","200","101.35329341317366","7.202286729347594","101"
